,forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,execution_date,forecast_just_date,date_match
2039,2015-09-25,2015-09-25,Western,10904,7407,2053,1444,09252015,09252015,yes
2058,2015-09-24,2015-09-24,Mid Atlantic - Dominion,18423,10169,5421,2833,09242015,09242015,yes
2059,2015-09-24,2015-09-24,PJM RTO,29730,17796,7046,4888,09242015,09242015,yes
2060,2015-09-24,2015-09-24,Western,11307,7627,1625,2055,09242015,09242015,yes
2079,2015-09-23,2015-09-23,Mid Atlantic - Dominion,17633,10199,4612,2822,09232015,09232015,yes
2080,2015-09-23,2015-09-23,PJM RTO,30378,17776,7349,5253,09232015,09232015,yes
2081,2015-09-23,2015-09-23,Western,12745,7577,2737,2431,09232015,09232015,yes
2100,2015-09-22,2015-09-22,Mid Atlantic - Dominion,17296,9974,4777,2545,09222015,09222015,yes
2101,2015-09-22,2015-09-22,PJM RTO,30435,17551,6602,6282,09222015,09222015,yes
2102,2015-09-22,2015-09-22,Western,13139,7577,1825,3737,09222015,09222015,yes
2121,2015-09-21,2015-09-21,Mid Atlantic - Dominion,16897,9994,5303,1600,09212015,09212015,yes
2122,2015-09-21,2015-09-21,PJM RTO,32013,19131,6871,6011,09212015,09212015,yes
2123,2015-09-21,2015-09-21,Western,15116,9137,1568,4411,09212015,09212015,yes
2142,2015-09-20,2015-09-20,Mid Atlantic - Dominion,15444,8378,5671,1395,09202015,09202015,yes
2143,2015-09-20,2015-09-20,PJM RTO,30441,16709,8954,4778,09202015,09202015,yes
2144,2015-09-20,2015-09-20,Western,14997,8331,3283,3383,09202015,09202015,yes
2163,2015-09-19,2015-09-19,Mid Atlantic - Dominion,17400,8807,7404,1189,09192015,09192015,yes
2164,2015-09-19,2015-09-19,PJM RTO,32344,17032,11469,3843,09192015,09192015,yes
2165,2015-09-19,2015-09-19,Western,14944,8225,4065,2654,09192015,09192015,yes
2184,2015-09-18,2015-09-18,Mid Atlantic - Dominion,16126,8117,6400,1609,09182015,09182015,yes
2185,2015-09-18,2015-09-18,PJM RTO,29457,14941,9043,5473,09182015,09182015,yes
2186,2015-09-18,2015-09-18,Western,13331,6824,2643,3864,09182015,09182015,yes
2205,2015-09-17,2015-09-17,Mid Atlantic - Dominion,13509,6722,5053,1734,09172015,09172015,yes
2206,2015-09-17,2015-09-17,PJM RTO,25271,13078,7428,4765,09172015,09172015,yes
2207,2015-09-17,2015-09-17,Western,11762,6356,2375,3031,09172015,09172015,yes
2226,2015-09-16,2015-09-16,Mid Atlantic - Dominion,14498,6722,5726,2050,09162015,09162015,yes
2227,2015-09-16,2015-09-16,PJM RTO,26313,13115,7694,5504,09162015,09162015,yes
2228,2015-09-16,2015-09-16,Western,11815,6393,1968,3454,09162015,09162015,yes
2247,2015-09-15,2015-09-15,Mid Atlantic - Dominion,13753,6487,5451,1815,09152015,09152015,yes
2248,2015-09-15,2015-09-15,PJM RTO,25596,12810,8396,4390,09152015,09152015,yes
2249,2015-09-15,2015-09-15,Western,11843,6323,2945,2575,09152015,09152015,yes
2268,2015-09-14,2015-09-14,Mid Atlantic - Dominion,13130,6487,5184,1459,09142015,09142015,yes
2269,2015-09-14,2015-09-14,PJM RTO,26927,12810,10291,3826,09142015,09142015,yes
2270,2015-09-14,2015-09-14,Western,13797,6323,5107,2367,09142015,09142015,yes
2289,2015-09-13,2015-09-13,Mid Atlantic - Dominion,15542,3938,10026,1578,09132015,09132015,yes
2290,2015-09-13,2015-09-13,PJM RTO,29487,8263,16693,4531,09132015,09132015,yes
2291,2015-09-13,2015-09-13,Western,13945,4325,6667,2953,09132015,09132015,yes
2310,2015-09-12,2015-09-12,Mid Atlantic - Dominion,13091,3436,8422,1233,09122015,09122015,yes
2311,2015-09-12,2015-09-12,PJM RTO,25461,7371,14071,4019,09122015,09122015,yes
2312,2015-09-12,2015-09-12,Western,12370,3935,5649,2786,09122015,09122015,yes
2331,2015-09-11,2015-09-11,Mid Atlantic - Dominion,11150,182,9495,1473,09112015,09112015,yes
2332,2015-09-11,2015-09-11,PJM RTO,19426,201,14041,5184,09112015,09112015,yes
2333,2015-09-11,2015-09-11,Western,8276,19,4546,3711,09112015,09112015,yes
2352,2015-09-10,2015-09-10,Mid Atlantic - Dominion,7306,182,4972,2152,09102015,09102015,yes
2353,2015-09-10,2015-09-10,PJM RTO,14350,201,8531,5618,09102015,09102015,yes
2354,2015-09-10,2015-09-10,Western,7044,19,3559,3466,09102015,09102015,yes
2373,2015-09-09,2015-09-09,Mid Atlantic - Dominion,6680,182,4411,2087,09092015,09092015,yes
2374,2015-09-09,2015-09-09,PJM RTO,13445,201,7568,5676,09092015,09092015,yes
2375,2015-09-09,2015-09-09,Western,6765,19,3157,3589,09092015,09092015,yes
2394,2015-09-08,2015-09-08,Mid Atlantic - Dominion,5634,182,3530,1922,09082015,09082015,yes
2395,2015-09-08,2015-09-08,PJM RTO,12310,201,5603,6506,09082015,09082015,yes
2396,2015-09-08,2015-09-08,Western,6676,19,2073,4584,09082015,09082015,yes
2415,2015-09-07,2015-09-07,Mid Atlantic - Dominion,5786,171,3344,2271,09072015,09072015,yes
2416,2015-09-07,2015-09-07,PJM RTO,12383,190,5673,6520,09072015,09072015,yes
2417,2015-09-07,2015-09-07,Western,6597,19,2329,4249,09072015,09072015,yes
2436,2015-09-06,2015-09-06,Mid Atlantic - Dominion,9834,122,7538,2174,09062015,09062015,yes
2437,2015-09-06,2015-09-06,PJM RTO,21810,141,13508,8161,09062015,09062015,yes
2438,2015-09-06,2015-09-06,Western,11976,19,5970,5987,09062015,09062015,yes
2457,2015-09-05,2015-09-05,Mid Atlantic - Dominion,7239,122,4901,2216,09052015,09052015,yes
2458,2015-09-05,2015-09-05,PJM RTO,19895,141,11044,8710,09052015,09052015,yes
2459,2015-09-05,2015-09-05,Western,12656,19,6143,6494,09052015,09052015,yes
2478,2015-09-04,2015-09-04,Mid Atlantic - Dominion,5815,122,3221,2472,09042015,09042015,yes
2479,2015-09-04,2015-09-04,PJM RTO,12371,141,4224,8006,09042015,09042015,yes
2480,2015-09-04,2015-09-04,Western,6556,19,1003,5534,09042015,09042015,yes
2499,2015-09-03,2015-09-03,Mid Atlantic - Dominion,5264,122,2465,2677,09032015,09032015,yes
2500,2015-09-03,2015-09-03,PJM RTO,9917,141,2839,6937,09032015,09032015,yes
2501,2015-09-03,2015-09-03,Western,4653,19,374,4260,09032015,09032015,yes
2520,2015-09-02,2015-09-02,Mid Atlantic - Dominion,5906,122,2388,3396,09022015,09022015,yes
2521,2015-09-02,2015-09-02,PJM RTO,13243,141,3049,10053,09022015,09022015,yes
2522,2015-09-02,2015-09-02,Western,7337,19,661,6657,09022015,09022015,yes
2541,2015-09-01,2015-09-01,Mid Atlantic - Dominion,6034,122,3224,2688,09012015,09012015,yes
2542,2015-09-01,2015-09-01,PJM RTO,12143,141,3754,8248,09012015,09012015,yes
2543,2015-09-01,2015-09-01,Western,6109,19,530,5560,09012015,09012015,yes
2562,2015-08-31,2015-08-31,Mid Atlantic - Dominion,3990,98,980,2912,08312015,08312015,yes
2563,2015-08-31,2015-08-31,PJM RTO,10243,117,1777,8349,08312015,08312015,yes
2564,2015-08-31,2015-08-31,Western,6253,19,797,5437,08312015,08312015,yes
2583,2015-08-30,2015-08-30,Mid Atlantic - Dominion,5794,98,2616,3080,08302015,08302015,yes
2584,2015-08-30,2015-08-30,PJM RTO,18404,117,8140,10147,08302015,08302015,yes
2585,2015-08-30,2015-08-30,Western,12610,19,5524,7067,08302015,08302015,yes
2604,2015-08-29,2015-08-29,Mid Atlantic - Dominion,8073,98,5086,2889,08292015,08292015,yes
2605,2015-08-29,2015-08-29,PJM RTO,17679,117,9579,7983,08292015,08292015,yes
2606,2015-08-29,2015-08-29,Western,9606,19,4493,5094,08292015,08292015,yes
2625,2015-08-28,2015-08-28,Mid Atlantic - Dominion,8297,99,5334,2864,08282015,08282015,yes
2626,2015-08-28,2015-08-28,PJM RTO,18262,118,9983,8161,08282015,08282015,yes
2627,2015-08-28,2015-08-28,Western,9965,19,4649,5297,08282015,08282015,yes
2646,2015-08-27,2015-08-27,Mid Atlantic - Dominion,8807,99,5757,2951,08272015,08272015,yes
2647,2015-08-27,2015-08-27,PJM RTO,19332,118,10527,8687,08272015,08272015,yes
2648,2015-08-27,2015-08-27,Western,10525,19,4770,5736,08272015,08272015,yes
2667,2015-08-26,2015-08-26,Mid Atlantic - Dominion,8798,99,5501,3198,08262015,08262015,yes
2668,2015-08-26,2015-08-26,PJM RTO,16592,118,8007,8467,08262015,08262015,yes
2669,2015-08-26,2015-08-26,Western,7794,19,2506,5269,08262015,08262015,yes
2688,2015-08-25,2015-08-25,Mid Atlantic - Dominion,6217,99,3268,2850,08252015,08252015,yes
2689,2015-08-25,2015-08-25,PJM RTO,13163,118,5595,7450,08252015,08252015,yes
2690,2015-08-25,2015-08-25,Western,6946,19,2327,4600,08252015,08252015,yes
2709,2015-08-24,2015-08-24,Mid Atlantic - Dominion,6058,99,3139,2820,08242015,08242015,yes
2710,2015-08-24,2015-08-24,PJM RTO,14947,118,6094,8735,08242015,08242015,yes
2711,2015-08-24,2015-08-24,Western,8889,19,2955,5915,08242015,08242015,yes
2730,2015-08-23,2015-08-23,Mid Atlantic - Dominion,5876,99,3747,2030,08232015,08232015,yes
2731,2015-08-23,2015-08-23,PJM RTO,19740,118,11927,7695,08232015,08232015,yes
2732,2015-08-23,2015-08-23,Western,13864,19,8180,5665,08232015,08232015,yes
2751,2015-08-22,2015-08-22,Mid Atlantic - Dominion,5526,99,3439,1988,08222015,08222015,yes
2752,2015-08-22,2015-08-22,PJM RTO,16118,118,9334,6666,08222015,08222015,yes
2753,2015-08-22,2015-08-22,Western,10592,19,5895,4678,08222015,08222015,yes
2772,2015-08-21,2015-08-21,Mid Atlantic - Dominion,6041,99,4005,1937,08212015,08212015,yes
2773,2015-08-21,2015-08-21,PJM RTO,12589,118,6848,5623,08212015,08212015,yes
2774,2015-08-21,2015-08-21,Western,6548,19,2843,3686,08212015,08212015,yes
2793,2015-08-20,2015-08-20,Mid Atlantic - Dominion,6324,99,4422,1803,08202015,08202015,yes
2794,2015-08-20,2015-08-20,PJM RTO,12293,118,6357,5818,08202015,08202015,yes
2795,2015-08-20,2015-08-20,Western,5969,19,1935,4015,08202015,08202015,yes
2814,2015-08-19,2015-08-19,Mid Atlantic - Dominion,6917,164,4415,2338,08192015,08192015,yes
2815,2015-08-19,2015-08-19,PJM RTO,10789,183,5160,5446,08192015,08192015,yes
2816,2015-08-19,2015-08-19,Western,3872,19,745,3108,08192015,08192015,yes
2835,2015-08-18,2015-08-18,Mid Atlantic - Dominion,3955,164,1798,1993,08182015,08182015,yes
2836,2015-08-18,2015-08-18,PJM RTO,8520,183,2335,6002,08182015,08182015,yes
2837,2015-08-18,2015-08-18,Western,4565,19,537,4009,08182015,08182015,yes
2856,2015-08-17,2015-08-17,Mid Atlantic - Dominion,4417,164,2027,2226,08172015,08172015,yes
2857,2015-08-17,2015-08-17,PJM RTO,7980,381,2737,4862,08172015,08172015,yes
2858,2015-08-17,2015-08-17,Western,3563,217,710,2636,08172015,08172015,yes
2877,2015-08-16,2015-08-16,Mid Atlantic - Dominion,4782,163,2762,1857,08162015,08162015,yes
2878,2015-08-16,2015-08-16,PJM RTO,12806,182,6634,5990,08162015,08162015,yes
2879,2015-08-16,2015-08-16,Western,8024,19,3872,4133,08162015,08162015,yes
2898,2015-08-15,2015-08-15,Mid Atlantic - Dominion,5558,163,3307,2088,08152015,08152015,yes
2899,2015-08-15,2015-08-15,PJM RTO,16995,182,11520,5293,08152015,08152015,yes
2900,2015-08-15,2015-08-15,Western,11437,19,8213,3205,08152015,08152015,yes
2919,2015-08-14,2015-08-14,Mid Atlantic - Dominion,5887,163,3861,1863,08142015,08142015,yes
2920,2015-08-14,2015-08-14,PJM RTO,16428,195,10208,6025,08142015,08142015,yes
2921,2015-08-14,2015-08-14,Western,10541,32,6347,4162,08142015,08142015,yes
2940,2015-08-13,2015-08-13,Mid Atlantic - Dominion,10996,163,8918,1915,08132015,08132015,yes
2941,2015-08-13,2015-08-13,PJM RTO,20831,195,15068,5568,08132015,08132015,yes
2942,2015-08-13,2015-08-13,Western,9835,32,6150,3653,08132015,08132015,yes
2961,2015-08-12,2015-08-12,Mid Atlantic - Dominion,6875,228,4639,2008,08122015,08122015,yes
2962,2015-08-12,2015-08-12,PJM RTO,16770,260,10623,5887,08122015,08122015,yes
2963,2015-08-12,2015-08-12,Western,9895,32,5984,3879,08122015,08122015,yes
2982,2015-08-11,2015-08-11,Mid Atlantic - Dominion,5981,163,4142,1676,08112015,08112015,yes
2983,2015-08-11,2015-08-11,PJM RTO,17414,195,11240,5979,08112015,08112015,yes
2984,2015-08-11,2015-08-11,Western,11433,32,7098,4303,08112015,08112015,yes
3003,2015-08-10,2015-08-10,Mid Atlantic - Dominion,6393,163,3923,2307,08102015,08102015,yes
3004,2015-08-10,2015-08-10,PJM RTO,17151,195,9605,7351,08102015,08102015,yes
3005,2015-08-10,2015-08-10,Western,10758,32,5682,5044,08102015,08102015,yes
3024,2015-08-09,2015-08-09,Mid Atlantic - Dominion,9412,98,6259,3055,08092015,08092015,yes
3025,2015-08-09,2015-08-09,PJM RTO,25070,117,16548,8405,08092015,08092015,yes
3026,2015-08-09,2015-08-09,Western,15658,19,10289,5350,08092015,08092015,yes
3045,2015-08-08,2015-08-08,Mid Atlantic - Dominion,13267,98,10013,3156,08082015,08082015,yes
3046,2015-08-08,2015-08-08,PJM RTO,28166,117,20036,8013,08082015,08082015,yes
3047,2015-08-08,2015-08-08,Western,14899,19,10023,4857,08082015,08082015,yes
3066,2015-08-07,2015-08-07,Mid Atlantic - Dominion,12950,98,9099,3753,08072015,08072015,yes
3067,2015-08-07,2015-08-07,PJM RTO,22764,117,13996,8651,08072015,08072015,yes
3068,2015-08-07,2015-08-07,Western,9814,19,4897,4898,08072015,08072015,yes
3087,2015-08-06,2015-08-06,Mid Atlantic - Dominion,10995,98,7247,3650,08062015,08062015,yes
3088,2015-08-06,2015-08-06,PJM RTO,19526,117,11127,8282,08062015,08062015,yes
3089,2015-08-06,2015-08-06,Western,8531,19,3880,4632,08062015,08062015,yes
3108,2015-08-05,2015-08-05,Mid Atlantic - Dominion,6976,98,3656,3222,08052015,08052015,yes
3109,2015-08-05,2015-08-05,PJM RTO,13276,117,5910,7249,08052015,08052015,yes
3110,2015-08-05,2015-08-05,Western,6300,19,2254,4027,08052015,08052015,yes
3129,2015-08-04,2015-08-04,Mid Atlantic - Dominion,4574,98,2180,2296,08042015,08042015,yes
3130,2015-08-04,2015-08-04,PJM RTO,12001,117,3771,8113,08042015,08042015,yes
3131,2015-08-04,2015-08-04,Western,7427,19,1591,5817,08042015,08042015,yes
3150,2015-08-03,2015-08-03,Mid Atlantic - Dominion,4670,98,1936,2636,08032015,08032015,yes
3151,2015-08-03,2015-08-03,PJM RTO,13047,118,3074,9855,08032015,08032015,yes
3152,2015-08-03,2015-08-03,Western,8377,20,1138,7219,08032015,08032015,yes
3171,2015-08-02,2015-08-02,Mid Atlantic - Dominion,6426,98,4102,2226,08022015,08022015,yes
3172,2015-08-02,2015-08-02,PJM RTO,20265,118,11348,8799,08022015,08022015,yes
3173,2015-08-02,2015-08-02,Western,13839,20,7246,6573,08022015,08022015,yes
3192,2015-08-01,2015-08-01,Mid Atlantic - Dominion,6340,98,3238,3004,08012015,08012015,yes
3193,2015-08-01,2015-08-01,PJM RTO,18414,118,9555,8741,08012015,08012015,yes
3194,2015-08-01,2015-08-01,Western,12074,20,6317,5737,08012015,08012015,yes
3213,2015-07-31,2015-07-31,Mid Atlantic - Dominion,7146,131,3282,3733,07312015,07312015,yes
3214,2015-07-31,2015-07-31,PJM RTO,13528,151,5271,8106,07312015,07312015,yes
3215,2015-07-31,2015-07-31,Western,6382,20,1989,4373,07312015,07312015,yes
3234,2015-07-30,2015-07-30,Mid Atlantic - Dominion,5406,131,2380,2895,07302015,07302015,yes
3235,2015-07-30,2015-07-30,PJM RTO,11170,151,3518,7501,07302015,07302015,yes
3236,2015-07-30,2015-07-30,Western,5764,20,1138,4606,07302015,07302015,yes
3255,2015-07-29,2015-07-29,Mid Atlantic - Dominion,6939,131,3213,3595,07292015,07292015,yes
3256,2015-07-29,2015-07-29,PJM RTO,13510,151,5563,7796,07292015,07292015,yes
3257,2015-07-29,2015-07-29,Western,6571,20,2350,4201,07292015,07292015,yes
3276,2015-07-28,2015-07-28,Mid Atlantic - Dominion,8380,131,4369,3880,07282015,07282015,yes
3277,2015-07-28,2015-07-28,PJM RTO,15513,164,6739,8610,07282015,07282015,yes
3278,2015-07-28,2015-07-28,Western,7133,33,2370,4730,07282015,07282015,yes
3297,2015-07-27,2015-07-27,Mid Atlantic - Dominion,7146,131,3795,3220,07272015,07272015,yes
3298,2015-07-27,2015-07-27,PJM RTO,14222,164,6204,7854,07272015,07272015,yes
3299,2015-07-27,2015-07-27,Western,7076,33,2409,4634,07272015,07272015,yes
3318,2015-07-26,2015-07-26,Mid Atlantic - Dominion,12035,131,9897,2007,07262015,07262015,yes
3319,2015-07-26,2015-07-26,PJM RTO,25005,151,17744,7110,07262015,07262015,yes
3320,2015-07-26,2015-07-26,Western,12970,20,7847,5103,07262015,07262015,yes
3339,2015-07-25,2015-07-25,Mid Atlantic - Dominion,10660,131,6632,3897,07252015,07252015,yes
3340,2015-07-25,2015-07-25,PJM RTO,22823,151,14060,8612,07252015,07252015,yes
3341,2015-07-25,2015-07-25,Western,12163,20,7428,4715,07252015,07252015,yes
3360,2015-07-24,2015-07-24,Mid Atlantic - Dominion,11136,131,6817,4188,07242015,07242015,yes
3361,2015-07-24,2015-07-24,PJM RTO,21667,151,10879,10637,07242015,07242015,yes
3362,2015-07-24,2015-07-24,Western,10531,20,4062,6449,07242015,07242015,yes
3381,2015-07-23,2015-07-23,Mid Atlantic - Dominion,8743,131,4605,4007,07232015,07232015,yes
3382,2015-07-23,2015-07-23,PJM RTO,19308,164,6967,12177,07232015,07232015,yes
3383,2015-07-23,2015-07-23,Western,10565,33,2362,8170,07232015,07232015,yes
3402,2015-07-22,2015-07-22,Mid Atlantic - Dominion,8093,196,3962,3935,07222015,07222015,yes
3403,2015-07-22,2015-07-22,PJM RTO,20882,229,6388,14265,07222015,07222015,yes
3404,2015-07-22,2015-07-22,Western,12789,33,2426,10330,07222015,07222015,yes
3423,2015-07-21,2015-07-21,Mid Atlantic - Dominion,8408,131,3644,4633,07212015,07212015,yes
3424,2015-07-21,2015-07-21,PJM RTO,16674,167,4322,12185,07212015,07212015,yes
3425,2015-07-21,2015-07-21,Western,8266,36,678,7552,07212015,07212015,yes
3444,2015-07-20,2015-07-20,Mid Atlantic - Dominion,6690,66,2403,4221,07202015,07202015,yes
3445,2015-07-20,2015-07-20,PJM RTO,14365,102,3491,10772,07202015,07202015,yes
3446,2015-07-20,2015-07-20,Western,7675,36,1088,6551,07202015,07202015,yes
3465,2015-07-19,2015-07-19,Mid Atlantic - Dominion,8388,33,4177,4178,07192015,07192015,yes
3466,2015-07-19,2015-07-19,PJM RTO,20315,56,7535,12724,07192015,07192015,yes
3467,2015-07-19,2015-07-19,Western,11927,23,3358,8546,07192015,07192015,yes
3486,2015-07-18,2015-07-18,Mid Atlantic - Dominion,8304,33,4371,3900,07182015,07182015,yes
3487,2015-07-18,2015-07-18,PJM RTO,19503,56,8882,10565,07182015,07182015,yes
3488,2015-07-18,2015-07-18,Western,11199,23,4511,6665,07182015,07182015,yes
3507,2015-07-17,2015-07-17,Mid Atlantic - Dominion,8572,33,5192,3347,07172015,07172015,yes
3508,2015-07-17,2015-07-17,PJM RTO,17005,56,7783,9166,07172015,07172015,yes
3509,2015-07-17,2015-07-17,Western,8433,23,2591,5819,07172015,07172015,yes
3528,2015-07-16,2015-07-16,Mid Atlantic - Dominion,7490,33,3923,3534,07162015,07162015,yes
3529,2015-07-16,2015-07-16,PJM RTO,18817,69,7082,11666,07162015,07162015,yes
3530,2015-07-16,2015-07-16,Western,11327,36,3159,8132,07162015,07162015,yes
3549,2015-07-15,2015-07-15,Mid Atlantic - Dominion,6754,54,2987,3713,07152015,07152015,yes
3550,2015-07-15,2015-07-15,PJM RTO,19914,90,8616,11208,07152015,07152015,yes
3551,2015-07-15,2015-07-15,Western,13160,36,5629,7495,07152015,07152015,yes
3570,2015-07-14,2015-07-14,Mid Atlantic - Dominion,6054,33,2870,3151,07142015,07142015,yes
3571,2015-07-14,2015-07-14,PJM RTO,15212,69,6238,8905,07142015,07142015,yes
3572,2015-07-14,2015-07-14,Western,9158,36,3368,5754,07142015,07142015,yes
3591,2015-07-13,2015-07-13,Mid Atlantic - Dominion,5087,33,3110,1944,07132015,07132015,yes
3592,2015-07-13,2015-07-13,PJM RTO,16494,69,8221,8204,07132015,07132015,yes
3593,2015-07-13,2015-07-13,Western,11407,36,5111,6260,07132015,07132015,yes
3612,2015-07-12,2015-07-12,Mid Atlantic - Dominion,6639,33,4804,1802,07122015,07122015,yes
3613,2015-07-12,2015-07-12,PJM RTO,21774,55,12859,8860,07122015,07122015,yes
3614,2015-07-12,2015-07-12,Western,15135,22,8055,7058,07122015,07122015,yes
3633,2015-07-11,2015-07-11,Mid Atlantic - Dominion,8917,33,6889,1995,07112015,07112015,yes
3634,2015-07-11,2015-07-11,PJM RTO,21774,55,15144,6575,07112015,07112015,yes
3635,2015-07-11,2015-07-11,Western,12857,22,8255,4580,07112015,07112015,yes
3654,2015-07-10,2015-07-10,Mid Atlantic - Dominion,4892,33,3367,1492,07102015,07102015,yes
3655,2015-07-10,2015-07-10,PJM RTO,16302,52,9030,7220,07102015,07102015,yes
3656,2015-07-10,2015-07-10,Western,11410,19,5663,5728,07102015,07102015,yes
3675,2015-07-09,2015-07-09,Mid Atlantic - Dominion,5091,33,2769,2289,07092015,07092015,yes
3676,2015-07-09,2015-07-09,PJM RTO,13237,52,6553,6632,07092015,07092015,yes
3677,2015-07-09,2015-07-09,Western,8146,19,3784,4343,07092015,07092015,yes
3696,2015-07-08,2015-07-08,Mid Atlantic - Dominion,5853,33,1748,4072,07082015,07082015,yes
3697,2015-07-08,2015-07-08,PJM RTO,12984,52,6171,6761,07082015,07082015,yes
3698,2015-07-08,2015-07-08,Western,7131,19,4423,2689,07082015,07082015,yes
3717,2015-07-07,2015-07-07,Mid Atlantic - Dominion,5379,33,1565,3781,07072015,07072015,yes
3718,2015-07-07,2015-07-07,PJM RTO,12323,52,3461,8810,07072015,07072015,yes
3719,2015-07-07,2015-07-07,Western,6944,19,1896,5029,07072015,07072015,yes
3738,2015-07-06,2015-07-06,Mid Atlantic - Dominion,4167,33,1452,2682,07062015,07062015,yes
3739,2015-07-06,2015-07-06,PJM RTO,11721,52,5486,6183,07062015,07062015,yes
3740,2015-07-06,2015-07-06,Western,7554,19,4034,3501,07062015,07062015,yes
3759,2015-07-05,2015-07-05,Mid Atlantic - Dominion,4475,33,1562,2880,07052015,07052015,yes
3760,2015-07-05,2015-07-05,PJM RTO,13423,52,6702,6669,07052015,07052015,yes
3761,2015-07-05,2015-07-05,Western,8948,19,5140,3789,07052015,07052015,yes
3780,2015-07-04,2015-07-04,Mid Atlantic - Dominion,5112,33,2149,2930,07042015,07042015,yes
3781,2015-07-04,2015-07-04,PJM RTO,13085,52,6193,6840,07042015,07042015,yes
